n,x_q31_in,y_float,y_fixed,err
3990,8.4349854849e-02,8.4349854849e-02,8.4349854849e-02,0.0000000000e+00
3991,8.6243882775e-02,8.6243882775e-02,8.6243882775e-02,-1.3877787808e-17
3992,8.8136817794e-02,8.8136817794e-02,8.8136817794e-02,0.0000000000e+00
3993,9.0028632432e-02,9.0028632432e-02,9.0028632432e-02,0.0000000000e+00
3994,9.1919297818e-02,9.1919297818e-02,9.1919297818e-02,0.0000000000e+00
3995,9.3808785547e-02,9.3808785547e-02,9.3808785547e-02,-1.3877787808e-17
3996,9.5697067678e-02,9.5697067678e-02,9.5697067678e-02,-2.7755575616e-17
3997,9.7584115341e-02,9.7584115341e-02,9.7584115341e-02,-1.3877787808e-17
3998,9.9469901063e-02,9.9469901063e-02,9.9469901063e-02,0.0000000000e+00
3999,1.0135439597e-01,1.0135439597e-01,1.0135439597e-01,-1.3877787808e-17
4000,1.0323757166e-01,1.0323757166e-01,1.0323757166e-01,0.0000000000e+00
4001,1.0511939973e-01,1.0511939973e-01,1.0511939973e-01,1.3877787808e-17
4002,1.0699985269e-01,1.0699985269e-01,1.0699985269e-01,2.7755575616e-17
4003,1.0887890169e-01,1.0887890169e-01,1.0887890169e-01,2.7755575616e-17
4004,1.1075651832e-01,1.1075651832e-01,1.1075651832e-01,1.3877787808e-17
4005,1.1263267417e-01,1.1263267417e-01,1.1263267417e-01,-1.3877787808e-17
4006,1.1450734176e-01,1.1450734176e-01,1.1450734176e-01,-1.3877787808e-17
4007,1.1638049223e-01,1.1638049223e-01,1.1638049223e-01,-1.3877787808e-17
4008,1.1825209763e-01,1.1825209763e-01,1.1825209763e-01,-1.3877787808e-17
4009,1.2012212910e-01,1.2012212910e-01,1.2012212910e-01,-1.3877787808e-17
4010,1.2199055916e-01,1.2199055916e-01,1.2199055916e-01,-1.3877787808e-17
4011,1.2385735940e-01,1.2385735940e-01,1.2385735940e-01,-1.3877787808e-17
4012,1.2572250096e-01,1.2572250096e-01,1.2572250096e-01,-2.7755575616e-17
4013,1.2758595683e-01,1.2758595683e-01,1.2758595683e-01,0.0000000000e+00
4014,1.2944769813e-01,1.2944769813e-01,1.2944769813e-01,2.7755575616e-17
4015,1.3130769646e-01,1.3130769646e-01,1.3130769646e-01,5.5511151231e-17
4016,1.3316592388e-01,1.3316592388e-01,1.3316592388e-01,5.5511151231e-17
4017,1.3502235245e-01,1.3502235245e-01,1.3502235245e-01,2.7755575616e-17
4018,1.3687695423e-01,1.3687695423e-01,1.3687695423e-01,0.0000000000e+00
4019,1.3872970035e-01,1.3872970035e-01,1.3872970035e-01,2.7755575616e-17
4020,1.4058056334e-01,1.4058056334e-01,1.4058056334e-01,2.7755575616e-17
4021,1.4242951479e-01,1.4242951479e-01,1.4242951479e-01,0.0000000000e+00
4022,1.4427652676e-01,1.4427652676e-01,1.4427652676e-01,0.0000000000e+00
4023,1.4612157131e-01,1.4612157131e-01,1.4612157131e-01,0.0000000000e+00
4024,1.4796462003e-01,1.4796462003e-01,1.4796462003e-01,2.7755575616e-17
4025,1.4980564499e-01,1.4980564499e-01,1.4980564499e-01,0.0000000000e+00
4026,1.5164461872e-01,1.5164461872e-01,1.5164461872e-01,0.0000000000e+00
4027,1.5348151233e-01,1.5348151233e-01,1.5348151233e-01,0.0000000000e+00
4028,1.5531629883e-01,1.5531629883e-01,1.5531629883e-01,-2.7755575616e-17
4029,1.5714894934e-01,1.5714894934e-01,1.5714894934e-01,0.0000000000e+00
4030,1.5897943638e-01,1.5897943638e-01,1.5897943638e-01,0.0000000000e+00
4031,1.6080773203e-01,1.6080773203e-01,1.6080773203e-01,0.0000000000e+00
4032,1.6263380880e-01,1.6263380880e-01,1.6263380880e-01,-2.7755575616e-17
4033,1.6445763782e-01,1.6445763782e-01,1.6445763782e-01,-5.5511151231e-17
4034,1.6627919208e-01,1.6627919208e-01,1.6627919208e-01,0.0000000000e+00
4035,1.6809844319e-01,1.6809844319e-01,1.6809844319e-01,2.7755575616e-17
4036,1.6991536366e-01,1.6991536366e-01,1.6991536366e-01,2.7755575616e-17
4037,1.7172992509e-01,1.7172992509e-01,1.7172992509e-01,-2.7755575616e-17
4038,1.7354210094e-01,1.7354210094e-01,1.7354210094e-01,-5.5511151231e-17
4039,1.7535186233e-01,1.7535186233e-01,1.7535186233e-01,-5.5511151231e-17
4040,1.7715918226e-01,1.7715918226e-01,1.7715918226e-01,0.0000000000e+00
4041,1.7896403233e-01,1.7896403233e-01,1.7896403233e-01,0.0000000000e+00
4042,1.8076638505e-01,1.8076638505e-01,1.8076638505e-01,0.0000000000e+00
4043,1.8256621342e-01,1.8256621342e-01,1.8256621342e-01,0.0000000000e+00
4044,1.8436348904e-01,1.8436348904e-01,1.8436348904e-01,5.5511151231e-17
4045,1.8615818443e-01,1.8615818443e-01,1.8615818443e-01,5.5511151231e-17
4046,1.8795027258e-01,1.8795027258e-01,1.8795027258e-01,0.0000000000e+00
4047,1.8973972509e-01,1.8973972509e-01,1.8973972509e-01,0.0000000000e+00
4048,1.9152651494e-01,1.9152651494e-01,1.9152651494e-01,0.0000000000e+00
4049,1.9331061468e-01,1.9331061468e-01,1.9331061468e-01,5.5511151231e-17
4050,1.9509199634e-01,1.9509199634e-01,1.9509199634e-01,5.5511151231e-17
4051,1.9687063340e-01,1.9687063340e-01,1.9687063340e-01,0.0000000000e+00
4052,1.9864649745e-01,1.9864649745e-01,1.9864649745e-01,0.0000000000e+00
4053,2.0041956147e-01,2.0041956147e-01,2.0041956147e-01,0.0000000000e+00
4054,2.0218979800e-01,2.0218979800e-01,2.0218979800e-01,0.0000000000e+00
4055,2.0395718003e-01,2.0395718003e-01,2.0395718003e-01,0.0000000000e+00
4056,2.0572167961e-01,2.0572167961e-01,2.0572167961e-01,0.0000000000e+00
4057,2.0748327021e-01,2.0748327021e-01,2.0748327021e-01,2.7755575616e-17
4058,2.0924192434e-01,2.0924192434e-01,2.0924192434e-01,2.7755575616e-17
4059,2.1099761454e-01,2.1099761454e-01,2.1099761454e-01,0.0000000000e+00
4060,2.1275031380e-01,2.1275031380e-01,2.1275031380e-01,2.7755575616e-17
4061,2.1449999511e-01,2.1449999511e-01,2.1449999511e-01,2.7755575616e-17
4062,2.1624663100e-01,2.1624663100e-01,2.1624663100e-01,0.0000000000e+00
4063,2.1799019491e-01,2.1799019491e-01,2.1799019491e-01,0.0000000000e+00
4064,2.1973065939e-01,2.1973065939e-01,2.1973065939e-01,0.0000000000e+00
4065,2.2146799741e-01,2.2146799741e-01,2.2146799741e-01,0.0000000000e+00
4066,2.2320218198e-01,2.2320218198e-01,2.2320218198e-01,0.0000000000e+00
4067,2.2493318608e-01,2.2493318608e-01,2.2493318608e-01,0.0000000000e+00
4068,2.2666098317e-01,2.2666098317e-01,2.2666098317e-01,0.0000000000e+00
4069,2.2838554624e-01,2.2838554624e-01,2.2838554624e-01,2.7755575616e-17
4070,2.3010684829e-01,2.3010684829e-01,2.3010684829e-01,0.0000000000e+00
4071,2.3182486277e-01,2.3182486277e-01,2.3182486277e-01,0.0000000000e+00
4072,2.3353956221e-01,2.3353956221e-01,2.3353956221e-01,0.0000000000e+00
4073,2.3525092099e-01,2.3525092099e-01,2.3525092099e-01,0.0000000000e+00
4074,2.3695891164e-01,2.3695891164e-01,2.3695891164e-01,-2.7755575616e-17
4075,2.3866350763e-01,2.3866350763e-01,2.3866350763e-01,0.0000000000e+00
4076,2.4036468240e-01,2.4036468240e-01,2.4036468240e-01,0.0000000000e+00
4077,2.4206240894e-01,2.4206240894e-01,2.4206240894e-01,2.7755575616e-17
4078,2.4375666166e-01,2.4375666166e-01,2.4375666166e-01,2.7755575616e-17
4079,2.4544741353e-01,2.4544741353e-01,2.4544741353e-01,0.0000000000e+00
4080,2.4713463755e-01,2.4713463755e-01,2.4713463755e-01,0.0000000000e+00
4081,2.4881830858e-01,2.4881830858e-01,2.4881830858e-01,0.0000000000e+00
4082,2.5049839914e-01,2.5049839914e-01,2.5049839914e-01,0.0000000000e+00
4083,2.5217488315e-01,2.5217488315e-01,2.5217488315e-01,0.0000000000e+00
4084,2.5384773454e-01,2.5384773454e-01,2.5384773454e-01,0.0000000000e+00
4085,2.5551692676e-01,2.5551692676e-01,2.5551692676e-01,0.0000000000e+00
4086,2.5718243374e-01,2.5718243374e-01,2.5718243374e-01,0.0000000000e+00
4087,2.5884422939e-01,2.5884422939e-01,2.5884422939e-01,0.0000000000e+00
4088,2.6050228765e-01,2.6050228765e-01,2.6050228765e-01,0.0000000000e+00
4089,2.6215658197e-01,2.6215658197e-01,2.6215658197e-01,0.0000000000e+00
4090,2.6380708721e-01,2.6380708721e-01,2.6380708721e-01,0.0000000000e+00
4091,2.6545377634e-01,2.6545377634e-01,2.6545377634e-01,0.0000000000e+00
4092,2.6709662424e-01,2.6709662424e-01,2.6709662424e-01,0.0000000000e+00
4093,2.6873560436e-01,2.6873560436e-01,2.6873560436e-01,0.0000000000e+00
4094,2.7037069155e-01,2.7037069155e-01,2.7037069155e-01,0.0000000000e+00
4095,2.7200185927e-01,2.7200185927e-01,2.7200185927e-01,0.0000000000e+00
4096,2.7362908190e-01,2.7362908190e-01,2.7362908190e-01,0.0000000000e+00
4097,2.7525233431e-01,2.7525233431e-01,2.7525233431e-01,0.0000000000e+00
4098,2.7687159041e-01,2.7687159041e-01,2.7687159041e-01,0.0000000000e+00
4099,2.7848682459e-01,2.7848682459e-01,2.7848682459e-01,0.0000000000e+00
4100,2.8009801125e-01,2.8009801125e-01,2.8009801125e-01,0.0000000000e+00
4101,2.8170512477e-01,2.8170512477e-01,2.8170512477e-01,0.0000000000e+00
4102,2.8330814000e-01,2.8330814000e-01,2.8330814000e-01,0.0000000000e+00
4103,2.8490703134e-01,2.8490703134e-01,2.8490703134e-01,0.0000000000e+00
4104,2.8650177363e-01,2.8650177363e-01,2.8650177363e-01,0.0000000000e+00
4105,2.8809234081e-01,2.8809234081e-01,2.8809234081e-01,0.0000000000e+00
4106,2.8967870865e-01,2.8967870865e-01,2.8967870865e-01,0.0000000000e+00
4107,2.9126085108e-01,2.9126085108e-01,2.9126085108e-01,0.0000000000e+00
4108,2.9283874342e-01,2.9283874342e-01,2.9283874342e-01,0.0000000000e+00
4109,2.9441236053e-01,2.9441236053e-01,2.9441236053e-01,0.0000000000e+00
4110,2.9598167725e-01,2.9598167725e-01,2.9598167725e-01,-5.5511151231e-17
4111,2.9754666844e-01,2.9754666844e-01,2.9754666844e-01,0.0000000000e+00
4112,2.9910730943e-01,2.9910730943e-01,2.9910730943e-01,0.0000000000e+00
4113,3.0066357506e-01,3.0066357506e-01,3.0066357506e-01,0.0000000000e+00
4114,3.0221544066e-01,3.0221544066e-01,3.0221544066e-01,0.0000000000e+00
4115,3.0376288155e-01,3.0376288155e-01,3.0376288155e-01,0.0000000000e+00
4116,3.0530587258e-01,3.0530587258e-01,3.0530587258e-01,0.0000000000e+00
4117,3.0684438953e-01,3.0684438953e-01,3.0684438953e-01,0.0000000000e+00
4118,3.0837840727e-01,3.0837840727e-01,3.0837840727e-01,0.0000000000e+00
4119,3.0990790157e-01,3.0990790157e-01,3.0990790157e-01,0.0000000000e+00
4120,3.1143284822e-01,3.1143284822e-01,3.1143284822e-01,0.0000000000e+00
4121,3.1295322208e-01,3.1295322208e-01,3.1295322208e-01,0.0000000000e+00
4122,3.1446899939e-01,3.1446899939e-01,3.1446899939e-01,0.0000000000e+00
4123,3.1598015502e-01,3.1598015502e-01,3.1598015502e-01,0.0000000000e+00
4124,3.1748666568e-01,3.1748666568e-01,3.1748666568e-01,-5.5511151231e-17
4125,3.1898850668e-01,3.1898850668e-01,3.1898850668e-01,0.0000000000e+00
4126,3.2048565382e-01,3.2048565382e-01,3.2048565382e-01,0.0000000000e+00
4127,3.2197808288e-01,3.2197808288e-01,3.2197808288e-01,0.0000000000e+00
4128,3.2346577011e-01,3.2346577011e-01,3.2346577011e-01,0.0000000000e+00
4129,3.2494869176e-01,3.2494869176e-01,3.2494869176e-01,0.0000000000e+00
4130,3.2642682316e-01,3.2642682316e-01,3.2642682316e-01,0.0000000000e+00
4131,3.2790014101e-01,3.2790014101e-01,3.2790014101e-01,0.0000000000e+00
4132,3.2936862111e-01,3.2936862111e-01,3.2936862111e-01,0.0000000000e+00
4133,3.3083224017e-01,3.3083224017e-01,3.3083224017e-01,0.0000000000e+00
4134,3.3229097445e-01,3.3229097445e-01,3.3229097445e-01,-5.5511151231e-17
4135,3.3374480018e-01,3.3374480018e-01,3.3374480018e-01,-5.5511151231e-17
4136,3.3519369410e-01,3.3519369410e-01,3.3519369410e-01,-1.1102230246e-16
4137,3.3663763246e-01,3.3663763246e-01,3.3663763246e-01,0.0000000000e+00
4138,3.3807659149e-01,3.3807659149e-01,3.3807659149e-01,0.0000000000e+00
4139,3.3951054886e-01,3.3951054886e-01,3.3951054886e-01,0.0000000000e+00
4140,3.4093948035e-01,3.4093948035e-01,3.4093948035e-01,0.0000000000e+00
4141,3.4236336313e-01,3.4236336313e-01,3.4236336313e-01,0.0000000000e+00
4142,3.4378217440e-01,3.4378217440e-01,3.4378217440e-01,0.0000000000e+00
4143,3.4519589040e-01,3.4519589040e-01,3.4519589040e-01,0.0000000000e+00
4144,3.4660448832e-01,3.4660448832e-01,3.4660448832e-01,0.0000000000e+00
4145,3.4800794534e-01,3.4800794534e-01,3.4800794534e-01,0.0000000000e+00
4146,3.4940623865e-01,3.4940623865e-01,3.4940623865e-01,0.0000000000e+00
4147,3.5079934541e-01,3.5079934541e-01,3.5079934541e-01,0.0000000000e+00
4148,3.5218724236e-01,3.5218724236e-01,3.5218724236e-01,0.0000000000e+00
4149,3.5356990760e-01,3.5356990760e-01,3.5356990760e-01,0.0000000000e+00
4150,3.5494731832e-01,3.5494731832e-01,3.5494731832e-01,0.0000000000e+00
4151,3.5631945170e-01,3.5631945170e-01,3.5631945170e-01,0.0000000000e+00
4152,3.5768628493e-01,3.5768628493e-01,3.5768628493e-01,0.0000000000e+00
4153,3.5904779658e-01,3.5904779658e-01,3.5904779658e-01,0.0000000000e+00
4154,3.6040396383e-01,3.6040396383e-01,3.6040396383e-01,0.0000000000e+00
4155,3.6175476480e-01,3.6175476480e-01,3.6175476480e-01,0.0000000000e+00
4156,3.6310017621e-01,3.6310017621e-01,3.6310017621e-01,0.0000000000e+00
4157,3.6444017710e-01,3.6444017710e-01,3.6444017710e-01,0.0000000000e+00
4158,3.6577474512e-01,3.6577474512e-01,3.6577474512e-01,0.0000000000e+00
4159,3.6710385792e-01,3.6710385792e-01,3.6710385792e-01,0.0000000000e+00
4160,3.6842749408e-01,3.6842749408e-01,3.6842749408e-01,0.0000000000e+00
4161,3.6974563170e-01,3.6974563170e-01,3.6974563170e-01,0.0000000000e+00
4162,3.7105824845e-01,3.7105824845e-01,3.7105824845e-01,0.0000000000e+00
4163,3.7236532383e-01,3.7236532383e-01,3.7236532383e-01,0.0000000000e+00
4164,3.7366683502e-01,3.7366683502e-01,3.7366683502e-01,0.0000000000e+00
4165,3.7496276107e-01,3.7496276107e-01,3.7496276107e-01,0.0000000000e+00
4166,3.7625308055e-01,3.7625308055e-01,3.7625308055e-01,0.0000000000e+00
4167,3.7753777206e-01,3.7753777206e-01,3.7753777206e-01,0.0000000000e+00
4168,3.7881681416e-01,3.7881681416e-01,3.7881681416e-01,0.0000000000e+00
4169,3.8009018591e-01,3.8009018591e-01,3.8009018591e-01,0.0000000000e+00
4170,3.8135786587e-01,3.8135786587e-01,3.8135786587e-01,0.0000000000e+00
4171,3.8261983357e-01,3.8261983357e-01,3.8261983357e-01,0.0000000000e+00
4172,3.8387606712e-01,3.8387606712e-01,3.8387606712e-01,0.0000000000e+00
4173,3.8512654603e-01,3.8512654603e-01,3.8512654603e-01,0.0000000000e+00
4174,3.8637124980e-01,3.8637124980e-01,3.8637124980e-01,0.0000000000e+00
4175,3.8761015702e-01,3.8761015702e-01,3.8761015702e-01,0.0000000000e+00
4176,3.8884324767e-01,3.8884324767e-01,3.8884324767e-01,0.0000000000e+00
4177,3.9007050078e-01,3.9007050078e-01,3.9007050078e-01,0.0000000000e+00
4178,3.9129189588e-01,3.9129189588e-01,3.9129189588e-01,0.0000000000e+00
4179,3.9250741247e-01,3.9250741247e-01,3.9250741247e-01,0.0000000000e+00
4180,3.9371703053e-01,3.9371703053e-01,3.9371703053e-01,0.0000000000e+00
4181,3.9492072957e-01,3.9492072957e-01,3.9492072957e-01,-5.5511151231e-17
4182,3.9611848909e-01,3.9611848909e-01,3.9611848909e-01,0.0000000000e+00
4183,3.9731028955e-01,3.9731028955e-01,3.9731028955e-01,0.0000000000e+00
4184,3.9849611046e-01,3.9849611046e-01,3.9849611046e-01,5.5511151231e-17
4185,3.9967593271e-01,3.9967593271e-01,3.9967593271e-01,0.0000000000e+00
4186,4.0084973536e-01,4.0084973536e-01,4.0084973536e-01,0.0000000000e+00
4187,4.0201749885e-01,4.0201749885e-01,4.0201749885e-01,0.0000000000e+00
4188,4.0317920409e-01,4.0317920409e-01,4.0317920409e-01,0.0000000000e+00
4189,4.0433483152e-01,4.0433483152e-01,4.0433483152e-01,0.0000000000e+00
4190,4.0548436064e-01,4.0548436064e-01,4.0548436064e-01,-1.1102230246e-16
4191,4.0662777284e-01,4.0662777284e-01,4.0662777284e-01,-5.5511151231e-17
4192,4.0776504809e-01,4.0776504809e-01,4.0776504809e-01,-5.5511151231e-17
4193,4.0889616823e-01,4.0889616823e-01,4.0889616823e-01,0.0000000000e+00
4194,4.1002111277e-01,4.1002111277e-01,4.1002111277e-01,0.0000000000e+00
4195,4.1113986354e-01,4.1113986354e-01,4.1113986354e-01,-5.5511151231e-17
4196,4.1225240147e-01,4.1225240147e-01,4.1225240147e-01,0.0000000000e+00
4197,4.1335870698e-01,4.1335870698e-01,4.1335870698e-01,0.0000000000e+00
4198,4.1445876192e-01,4.1445876192e-01,4.1445876192e-01,5.5511151231e-17
4199,4.1555254720e-01,4.1555254720e-01,4.1555254720e-01,5.5511151231e-17
4200,4.1664004419e-01,4.1664004419e-01,4.1664004419e-01,0.0000000000e+00
4201,4.1772123426e-01,4.1772123426e-01,4.1772123426e-01,5.5511151231e-17
4202,4.1879609926e-01,4.1879609926e-01,4.1879609926e-01,0.0000000000e+00
4203,4.1986462055e-01,4.1986462055e-01,4.1986462055e-01,0.0000000000e+00
4204,4.2092677997e-01,4.2092677997e-01,4.2092677997e-01,0.0000000000e+00
4205,4.2198255891e-01,4.2198255891e-01,4.2198255891e-01,0.0000000000e+00
4206,4.2303193966e-01,4.2303193966e-01,4.2303193966e-01,0.0000000000e+00
4207,4.2407490360e-01,4.2407490360e-01,4.2407490360e-01,0.0000000000e+00
4208,4.2511143396e-01,4.2511143396e-01,4.2511143396e-01,5.5511151231e-17
4209,4.2614151165e-01,4.2614151165e-01,4.2614151165e-01,5.5511151231e-17
4210,4.2716511944e-01,4.2716511944e-01,4.2716511944e-01,0.0000000000e+00
4211,4.2818223964e-01,4.2818223964e-01,4.2818223964e-01,0.0000000000e+00
4212,4.2919285456e-01,4.2919285456e-01,4.2919285456e-01,0.0000000000e+00
4213,4.3019694742e-01,4.3019694742e-01,4.3019694742e-01,0.0000000000e+00
4214,4.3119449960e-01,4.3119449960e-01,4.3119449960e-01,-1.1102230246e-16
4215,4.3218549434e-01,4.3218549434e-01,4.3218549434e-01,-5.5511151231e-17
4216,4.3316991488e-01,4.3316991488e-01,4.3316991488e-01,-1.1102230246e-16
4217,4.3414774351e-01,4.3414774351e-01,4.3414774351e-01,0.0000000000e+00
4218,4.3511896394e-01,4.3511896394e-01,4.3511896394e-01,0.0000000000e+00
4219,4.3608355802e-01,4.3608355802e-01,4.3608355802e-01,0.0000000000e+00
4220,4.3704151036e-01,4.3704151036e-01,4.3704151036e-01,0.0000000000e+00
4221,4.3799280282e-01,4.3799280282e-01,4.3799280282e-01,0.0000000000e+00
4222,4.3893742003e-01,4.3893742003e-01,4.3893742003e-01,0.0000000000e+00
4223,4.3987534428e-01,4.3987534428e-01,4.3987534428e-01,0.0000000000e+00
4224,4.4080656022e-01,4.4080656022e-01,4.4080656022e-01,0.0000000000e+00
4225,4.4173105061e-01,4.4173105061e-01,4.4173105061e-01,0.0000000000e+00
4226,4.4264880009e-01,4.4264880009e-01,4.4264880009e-01,0.0000000000e+00
4227,4.4355979143e-01,4.4355979143e-01,4.4355979143e-01,0.0000000000e+00
4228,4.4446400926e-01,4.4446400926e-01,4.4446400926e-01,0.0000000000e+00
4229,4.4536143774e-01,4.4536143774e-01,4.4536143774e-01,0.0000000000e+00
4230,4.4625206059e-01,4.4625206059e-01,4.4625206059e-01,0.0000000000e+00
4231,4.4713586196e-01,4.4713586196e-01,4.4713586196e-01,-5.5511151231e-17
4232,4.4801282650e-01,4.4801282650e-01,4.4801282650e-01,0.0000000000e+00
4233,4.4888293883e-01,4.4888293883e-01,4.4888293883e-01,0.0000000000e+00
4234,4.4974618312e-01,4.4974618312e-01,4.4974618312e-01,0.0000000000e+00
4235,4.5060254401e-01,4.5060254401e-01,4.5060254401e-01,-5.5511151231e-17
4236,4.5145200612e-01,4.5145200612e-01,4.5145200612e-01,-1.1102230246e-16
4237,4.5229455456e-01,4.5229455456e-01,4.5229455456e-01,-5.5511151231e-17
4238,4.5313017443e-01,4.5313017443e-01,4.5313017443e-01,0.0000000000e+00
4239,4.5395885035e-01,4.5395885035e-01,4.5395885035e-01,-5.5511151231e-17
4240,4.5478056744e-01,4.5478056744e-01,4.5478056744e-01,0.0000000000e+00
4241,4.5559531124e-01,4.5559531124e-01,4.5559531124e-01,0.0000000000e+00
4242,4.5640306687e-01,4.5640306687e-01,4.5640306687e-01,0.0000000000e+00
4243,4.5720381988e-01,4.5720381988e-01,4.5720381988e-01,0.0000000000e+00
4244,4.5799755538e-01,4.5799755538e-01,4.5799755538e-01,0.0000000000e+00
4245,4.5878425986e-01,4.5878425986e-01,4.5878425986e-01,0.0000000000e+00
4246,4.5956391841e-01,4.5956391841e-01,4.5956391841e-01,0.0000000000e+00
4247,4.6033651661e-01,4.6033651661e-01,4.6033651661e-01,5.5511151231e-17
4248,4.6110204142e-01,4.6110204142e-01,4.6110204142e-01,5.5511151231e-17
4249,4.6186047792e-01,4.6186047792e-01,4.6186047792e-01,0.0000000000e+00
4250,4.6261181310e-01,4.6261181310e-01,4.6261181310e-01,5.5511151231e-17
4251,4.6335603250e-01,4.6335603250e-01,4.6335603250e-01,0.0000000000e+00
4252,4.6409312263e-01,4.6409312263e-01,4.6409312263e-01,0.0000000000e+00
4253,4.6482307045e-01,4.6482307045e-01,4.6482307045e-01,0.0000000000e+00
4254,4.6554586198e-01,4.6554586198e-01,4.6554586198e-01,-1.1102230246e-16
4255,4.6626148419e-01,4.6626148419e-01,4.6626148419e-01,0.0000000000e+00
4256,4.6696992358e-01,4.6696992358e-01,4.6696992358e-01,0.0000000000e+00
4257,4.6767116757e-01,4.6767116757e-01,4.6767116757e-01,5.5511151231e-17
4258,4.6836520266e-01,4.6836520266e-01,4.6836520266e-01,0.0000000000e+00
4259,4.6905201580e-01,4.6905201580e-01,4.6905201580e-01,0.0000000000e+00
4260,4.6973159490e-01,4.6973159490e-01,4.6973159490e-01,0.0000000000e+00
4261,4.7040392691e-01,4.7040392691e-01,4.7040392691e-01,0.0000000000e+00
4262,4.7106899926e-01,4.7106899926e-01,4.7106899926e-01,0.0000000000e+00
4263,4.7172679938e-01,4.7172679938e-01,4.7172679938e-01,0.0000000000e+00
4264,4.7237731470e-01,4.7237731470e-01,4.7237731470e-01,0.0000000000e+00
4265,4.7302053357e-01,4.7302053357e-01,4.7302053357e-01,0.0000000000e+00
4266,4.7365644341e-01,4.7365644341e-01,4.7365644341e-01,0.0000000000e+00
4267,4.7428503260e-01,4.7428503260e-01,4.7428503260e-01,0.0000000000e+00
4268,4.7490628855e-01,4.7490628855e-01,4.7490628855e-01,0.0000000000e+00
4269,4.7552020010e-01,4.7552020010e-01,4.7552020010e-01,0.0000000000e+00
4270,4.7612675559e-01,4.7612675559e-01,4.7612675559e-01,0.0000000000e+00
4271,4.7672594246e-01,4.7672594246e-01,4.7672594246e-01,-5.5511151231e-17
4272,4.7731774999e-01,4.7731774999e-01,4.7731774999e-01,5.5511151231e-17
4273,4.7790216701e-01,4.7790216701e-01,4.7790216701e-01,-5.5511151231e-17
4274,4.7847918188e-01,4.7847918188e-01,4.7847918188e-01,0.0000000000e+00
4275,4.7904878343e-01,4.7904878343e-01,4.7904878343e-01,-5.5511151231e-17
4276,4.7961096046e-01,4.7961096046e-01,4.7961096046e-01,-1.1102230246e-16
4277,4.8016570229e-01,4.8016570229e-01,4.8016570229e-01,0.0000000000e+00
4278,4.8071299819e-01,4.8071299819e-01,4.8071299819e-01,0.0000000000e+00
4279,4.8125283746e-01,4.8125283746e-01,4.8125283746e-01,0.0000000000e+00
4280,4.8178520892e-01,4.8178520892e-01,4.8178520892e-01,-1.1102230246e-16
4281,4.8231010279e-01,4.8231010279e-01,4.8231010279e-01,0.0000000000e+00
4282,4.8282750836e-01,4.8282750836e-01,4.8282750836e-01,0.0000000000e+00
4283,4.8333741538e-01,4.8333741538e-01,4.8333741538e-01,0.0000000000e+00
4284,4.8383981409e-01,4.8383981409e-01,4.8383981409e-01,0.0000000000e+00
4285,4.8433469376e-01,4.8433469376e-01,4.8433469376e-01,0.0000000000e+00
4286,4.8482204508e-01,4.8482204508e-01,4.8482204508e-01,0.0000000000e+00
4287,4.8530185781e-01,4.8530185781e-01,4.8530185781e-01,0.0000000000e+00
4288,4.8577412264e-01,4.8577412264e-01,4.8577412264e-01,0.0000000000e+00
4289,4.8623882933e-01,4.8623882933e-01,4.8623882933e-01,5.5511151231e-17
4290,4.8669596948e-01,4.8669596948e-01,4.8669596948e-01,2.2204460493e-16
4291,4.8714553285e-01,4.8714553285e-01,4.8714553285e-01,1.1102230246e-16
4292,4.8758751014e-01,4.8758751014e-01,4.8758751014e-01,1.1102230246e-16
4293,4.8802189296e-01,4.8802189296e-01,4.8802189296e-01,0.0000000000e+00
4294,4.8844867200e-01,4.8844867200e-01,4.8844867200e-01,-1.1102230246e-16
4295,4.8886783794e-01,4.8886783794e-01,4.8886783794e-01,0.0000000000e+00
4296,4.8927938240e-01,4.8927938240e-01,4.8927938240e-01,0.0000000000e+00
4297,4.8968329700e-01,4.8968329700e-01,4.8968329700e-01,0.0000000000e+00
4298,4.9007957242e-01,4.9007957242e-01,4.9007957242e-01,0.0000000000e+00
4299,4.9046820076e-01,4.9046820076e-01,4.9046820076e-01,0.0000000000e+00
4300,4.9084917363e-01,4.9084917363e-01,4.9084917363e-01,1.1102230246e-16
4301,4.9122248311e-01,4.9122248311e-01,4.9122248311e-01,0.0000000000e+00
4302,4.9158812035e-01,4.9158812035e-01,4.9158812035e-01,0.0000000000e+00
4303,4.9194607837e-01,4.9194607837e-01,4.9194607837e-01,0.0000000000e+00
4304,4.9229634833e-01,4.9229634833e-01,4.9229634833e-01,1.1102230246e-16
4305,4.9263892323e-01,4.9263892323e-01,4.9263892323e-01,0.0000000000e+00
4306,4.9297379516e-01,4.9297379516e-01,4.9297379516e-01,0.0000000000e+00
4307,4.9330095667e-01,4.9330095667e-01,4.9330095667e-01,0.0000000000e+00
4308,4.9362040078e-01,4.9362040078e-01,4.9362040078e-01,0.0000000000e+00
4309,4.9393211957e-01,4.9393211957e-01,4.9393211957e-01,0.0000000000e+00
4310,4.9423610605e-01,4.9423610605e-01,4.9423610605e-01,0.0000000000e+00
4311,4.9453235371e-01,4.9453235371e-01,4.9453235371e-01,0.0000000000e+00
4312,4.9482085509e-01,4.9482085509e-01,4.9482085509e-01,5.5511151231e-17
4313,4.9510160368e-01,4.9510160368e-01,4.9510160368e-01,0.0000000000e+00
